,SHY,GSG,TLT,SPY,VTI,BND,VNQ,VWO,VEA,EWJ,EFA,GLD,QQQ,HYG,VGK,SHV,UST,IWM,EEM,LQD,IEF,AGG,DBC
2014-12-11,78.94014,23.14,108.059,179.4699,92.61237,69.7408,61.76313,33.179790000000004,31.75666,41.25301,62.18,117.69,97.74348,62.79696,43.04169,104.3282,52.21732,106.1536,33.66403,97.74636,95.42729,94.88171,19.47
2014-12-12,79.01481,22.82,109.5245,176.5695,91.1569,69.97715,61.22534,32.68331,31.17102,40.85738,60.98,117.41,96.67941,61.945,42.08342,104.3377,53.05518000000001,104.8646,33.11131,97.90261,96.20949,95.18302,19.31
2014-12-15,78.9588,22.37,109.299,175.3565,90.49532,69.85053,60.43,32.02695,30.69261,40.06613,59.97,114.39,95.68126,61.9095,41.37479,104.3471,52.6921,103.8042,32.63632,98.13287,95.85885,94.92475,19.0
2014-12-16,79.00546999999999,22.25,110.6518,173.9502,89.82491999999999,70.01092,60.346680000000006,31.73243,30.92357,40.10209,60.4,114.95,94.14637,61.68941,41.83379,104.3471,53.25999,103.6579,32.5845,98.09998,96.34435,95.1572,18.89
2014-12-17,78.93081,22.36,109.6546,177.3605,91.74792,69.84209,61.73283000000001,32.71697,31.23701,40.77615,60.53,114.27,95.86018,62.94606,42.30085,104.3471,52.50592,106.8575,33.33352,98.12465,95.67903,95.03667,19.0
2014-12-18,78.88414,22.18,107.7034,181.7464,93.9179,69.73235,62.16459,33.22186,31.7979,41.42741,61.61,115.15,98.16722,63.450140000000005,43.19469,104.3282,51.90079,108.4481,33.78906,98.22334,95.13959,94.787,18.94
2014-12-19,78.82814,22.78,109.1516,182.5196,94.30602,69.8843,62.13428,33.38174,31.8639,41.6445,61.7,114.77,98.59897,64.06071,43.033640000000005,104.3377,52.22663,108.695,34.0256,98.17399,95.49023,94.94197,19.22
2014-12-22,78.84680999999999,22.12,109.299,183.3592,94.67935,69.85053,63.1731,33.81617,32.0299,41.53595,62.0,112.55,98.84471,63.90452,43.31784,104.3093,52.29285,109.4354,34.49866,98.48649,95.49023,95.08833,18.87
2014-12-23,78.76281,22.45,107.1311,183.6067,94.89217,69.54635,62.99651,33.54571,31.88049,41.60831,61.8,112.74,98.495,64.13171,43.1559,104.3187,51.45564,109.5726,34.18328,97.73814,94.69905,94.64926,19.06
2014-12-24,78.80305,21.99,107.7144,183.6243,94.91878,69.57178,62.73546,33.61333,32.0216,41.53595,62.08,112.77,98.58007,64.34996,43.46358,104.3285,51.51208,109.8891,34.26213,98.0533,94.76702,94.75231,18.81
2014-12-26,78.77504,21.94,108.1142,184.2165,95.20254,69.63115,62.95812,33.84153,32.1212,41.82541,62.24,114.83,99.27949,64.15031,43.49597,104.3285,51.587340000000005,110.6049,34.5337,98.12751,94.89308,94.79549,18.79
2014-12-29,78.84973000000001,21.62,108.9224,184.4639,95.40649,69.74987,63.30362,33.73166,31.913690000000003,41.39123,61.79,113.67,99.26057,64.18597,43.12352,104.3096,51.87895,111.0728,34.32345,98.31717,95.21722,94.99418,18.61
2014-12-30,78.87775,21.57,109.2178,183.4741,94.93651,69.80075,63.25755,33.82463,31.631490000000003,40.88469,61.22,115.2,98.59897,64.05762,42.75106,104.319,52.06709,110.4213,34.39354,98.39963,95.32527,95.09783,18.59
2014-12-31,78.84973000000001,21.58,109.4264,181.6535,93.99654,69.85164,62.19033,33.82463,31.440590000000004,40.66761,60.84,113.58,97.58765,63.8865,42.43529,104.338,52.19879,109.7607,34.41982,98.4656,95.43332,95.12375,18.45
2015-01-02,78.93377,21.22,110.643,181.5563,93.92561,70.08908000000001,63.127030000000005,33.43584,31.28289,40.73997,60.58,114.08,97.29465,63.8865,42.21667,104.319,52.69735,109.1275,33.96428,98.81193,95.91953,95.39153,18.23
2015-01-05,78.93377,20.62,112.3811,178.2774,92.3117,70.2926,63.472530000000006,32.90337,30.585690000000003,40.26962,59.15,115.8,95.86746,63.29469,40.98596,104.319,53.37465,107.6686,33.3598,99.21598,96.50479,95.59885,17.97
2015-01-06,78.97112,20.28,114.4059,176.5983,91.40721,70.49613000000001,64.10211,32.74278,30.24538,39.61835,58.48,117.12,94.58205,63.05226999999999,40.52445,104.3285,54.08957,105.8059,33.219640000000005,99.62003,97.15308,95.84071,17.8
2015-01-07,79.00846,20.22,114.1799,178.7989,92.49792,70.53854,65.08487,33.495,30.569090000000003,40.19725,59.13,116.43,95.8013,63.44443,40.94548,104.3285,54.00491,107.1089,33.93799,99.75198,97.13507,95.82344,17.69
2015-01-08,78.99911999999999,20.29,112.6678,181.9717,94.12956,70.42829,65.33055999999999,34.06128,31.033890000000003,40.703790000000005,59.93,115.94,97.63491,63.92215,41.53654,104.3285,53.5816,108.9257,34.51618,99.43038,96.7389,95.6766,17.76
2015-01-09,79.06448,20.07,113.9018,180.5134,93.34921,70.54701,65.36126999999999,33.89224,30.884490000000003,40.26962,59.64,117.26,96.9922,64.243,41.29364,104.338,54.1272,107.8796,34.4023,99.69425,97.21611,95.90982,17.73
2015-01-12,79.11117,19.52,114.5536,179.0993,92.68414,70.6403,65.86033,33.58797,30.85129,40.12489,59.5,118.56,95.98088,64.16457,41.28555,104.3569,54.49406,107.5218,34.121959999999994,99.88391,97.55826,95.98757,17.34
2015-01-13,79.15785,19.37,114.5536,178.5956,92.47132,70.70814,65.76052,33.82463,31.00069,40.45052,59.8,118.16,95.95252,64.16457,41.47178,104.3474,54.66339,107.6044,34.41982,99.97462,97.6483,96.01348,17.27
2015-01-14,79.20454000000001,19.73,115.4226,177.5174,91.96587,70.86926,66.32868,33.69785,30.917690000000004,40.37816,59.63,117.97,95.42323,64.01484,41.423190000000005,104.3474,55.14314,107.1731,34.227090000000004,100.1478,98.0985,96.24671,17.46
2015-01-15,79.32591,19.38,117.2389,175.8912,91.03477,71.18303,66.48223,33.79927,31.091990000000003,40.66761,60.01,120.94,94.18508,63.62268,41.658,104.3569,56.09324,105.3655,34.30593,100.6673,98.93587,96.68726,17.22
2015-01-16,79.25121,19.82,115.7442,178.1979,92.24076,70.97102,67.05807,34.13735,31.43229,41.02942,60.79,122.52,95.29092,63.86511,42.24097,104.3569,55.25601999999999,107.0813,34.59503,100.1066,98.20655,96.31582,17.55
2015-01-20,79.21387,19.34,117.2823,178.5779,92.37377,70.8947,66.52831,34.019020000000005,31.573390000000003,41.35505,61.0,124.2,96.04704,63.75103000000001,42.53245,104.3569,55.51941,106.6317,34.54247,100.3374,98.43165,96.47995,17.31
2015-01-21,79.21387,19.48,115.9266,179.4794,92.79055,70.75901999999999,66.48223,34.7797,31.80579,41.42741,61.48,124.23,96.53852,64.09328000000001,42.88062,104.3474,54.992630000000005,106.2922,35.30462,100.2962,97.96344,96.30718,17.42
2015-01-22,79.18585999999999,19.37,115.5095,182.1484,94.20051,70.77598,67.66462,35.51501,31.92199,41.60831,61.71,125.23,98.32487,64.17884000000001,43.00207,104.3569,54.6822,108.4577,35.97918,100.2467,97.72033,96.25535,17.4
2015-01-23,79.22321,19.19,117.1172,181.1497,93.77486,71.00495,67.47267,35.21074,31.73109,41.46359,61.36,124.23,98.54226,64.17884000000001,42.75916,104.3569,55.425340000000006,108.3843,35.7076,100.8322,98.35961,96.49722,17.29
2015-01-26,79.17653,19.11,116.7609,181.574,94.16503,70.92014,68.04083,35.253,32.1544,41.93395,62.2,122.99,98.42884,64.47118,43.447390000000006,104.3474,55.18077,109.4304,35.725120000000004,100.8075,98.13451,96.45403,17.23
2015-01-27,79.22321,19.32,116.9434,179.1789,93.06544,70.96255,68.06387,35.06706,32.17929,42.00631,62.29,124.4,95.87691,64.42126,43.46358,104.3474,55.29365,108.9073,35.53239,100.8817,98.26958,96.4022,17.32
2015-01-28,79.27924,19.01,118.8552,176.8811,91.80625,71.21696,67.61086999999999,34.65292,31.75599,41.93395,61.36,123.42,95.38543,64.28579,42.62152,104.338,56.14027,107.0722,35.14693,101.5661,99.02592,96.8082,17.07
2015-01-29,79.25121,19.01,118.0731,178.5161,92.68414,71.14063,67.84889,34.68673,32.1876,42.29576,62.2,120.76,96.30223,64.51395,43.39071,104.3664,55.745180000000005,108.5495,35.14693,101.327,98.67475,96.73045,16.99
2015-01-30,79.34459,19.7,120.1674,176.2712,91.42494,71.53072,66.45153,33.75701,31.664690000000004,41.572140000000005,61.22,123.45,95.55556,64.3357,42.6539,104.3474,56.70468,106.1638,34.18328,102.1598,99.53914,97.07597,17.4
2015-02-02,79.31936999999999,20.11,119.7138,178.4542,92.45359,71.44583,66.27493,34.3571,32.0797,42.00631,61.96,122.42,96.3873,64.58261999999999,43.14781,104.3664,56.55416999999999,107.1364,34.79652,102.2551,99.41459,97.0726,17.64
2015-02-03,79.25398,20.81,117.1798,181.0349,93.8724,71.2249,66.85077,34.96564,32.5362,41.93395,62.95,121.05,97.31355,64.94774,44.11942,104.3758,55.6417,109.0541,35.45355,101.4282,98.57584,96.70058,18.13
2015-02-04,79.26332,20.11,117.3801,180.3455,93.5443,71.25039,66.57437,34.72898,32.30379,42.15103,62.43,121.58,97.22849,64.67568,43.52835,104.3569,55.7734,108.6504,35.27834,101.5688,98.73817,96.84766,17.73
2015-02-05,79.23531,20.5,116.0914,182.1661,94.57294,71.09743,67.37286,34.990990000000004,32.6441,42.51284,63.29,121.79,98.06969,65.05512,44.13562,104.3569,55.39713,110.0543,35.48859,101.2463,98.37742,96.64867,17.97
2015-02-06,79.04849,20.77,114.0363,181.6623,94.28918,70.63858,65.41502,34.41626,32.254,42.15103,62.5,118.64,97.47423,65.10524000000001,43.47168,104.3569,54.1272,109.935,34.88412,100.188,97.27712,96.0863,18.02
2015-02-09,79.03915,20.96,113.8535,180.8493,93.8192,70.61309,64.95435,34.374,32.1046,41.753040000000006,62.2,119.17,97.16233,64.94774,43.30165,104.3569,54.08016,109.0633,34.83156,100.2541,97.23203,96.069,18.2
2015-02-10,79.02046999999999,20.58,112.9479,182.7759,94.77689,70.48563,65.16165,34.314840000000004,32.37849,42.29576,62.77,118.47,98.67458,65.16967,43.73078,104.3474,53.82618000000001,109.7607,34.74395,99.98126,96.98852,95.96518,17.97
2015-02-11,79.02981,20.29,113.1569,182.882,94.82124,70.48563,64.96970999999999,34.1627,32.2042,42.368120000000005,62.43,117.07,99.03374,65.14819,43.4231,104.3569,53.76033,109.6047,34.4899,100.0474,96.95245,95.92192,17.83
2015-02-12,79.05783000000001,20.75,112.7824,184.6407,95.7346,70.51961999999999,65.74516,34.957190000000004,32.7022,42.65757,63.4,117.34,100.1868,65.14103,44.35423,104.3474,53.78855,110.8526,35.22578,100.3037,96.98852,95.93922,18.1
2015-02-13,79.05783000000001,21.18,111.6243,185.4008,96.18684,70.35817,65.30753,35.31216,32.9346,43.16411,63.82,117.98,101.0469,65.2341,44.499970000000005,104.3569,53.48753000000001,111.5133,35.62876,99.90685,96.66384,95.82675,18.3
2015-02-17,79.02046999999999,21.22,109.9437,185.6924,96.33759,70.07776,65.14629000000001,35.202290000000005,33.0093,43.12793,63.97,116.01,101.1414,65.19115,44.62952,104.3664,52.69735,111.8619,35.54992,99.44381,95.97841,95.43742,18.31
2015-02-18,79.11388000000001,20.86,110.5968,185.7101,96.39079,70.27319,65.75285,35.2361,33.2334,43.88773,64.35,116.34,101.2832,65.41308000000001,44.78336,104.3758,53.148880000000005,111.9812,35.54115,99.79935,96.43837,95.70563,18.09
2015-02-19,79.06718000000001,20.85,109.8653,185.5775,96.3642,70.21370999999999,64.34013,35.12622,33.25,44.21336,64.43,115.94,101.7842,65.26274000000001,44.71859,104.3758,52.941930000000006,111.9904,35.39223,99.78282,96.19486,95.62776,18.03
2015-02-20,79.05783000000001,20.72,110.1875,186.6911,96.90512,70.23071,64.96203,35.303709999999995,33.582,44.61135,65.03,115.28,102.4647,65.44171999999999,45.29346,104.3664,52.81023,112.2932,35.62876,99.93165,96.14075,95.64507,17.96
2015-02-23,79.09519,20.44,111.4501,186.6646,96.89625,70.37516,65.48411999999999,34.96564,33.4492,44.35809,64.8,115.43,102.5686,65.49183000000001,45.07484,104.3569,53.3088,112.4033,35.26958,100.2707,96.58266,95.8181,17.84
2015-02-24,79.16058000000001,20.4,112.913,187.1948,97.11794,70.66408,64.19424000000001,35.4474,33.64841,44.57517,65.2,115.26,102.6442,65.55626,45.38252,104.3569,54.03313000000001,112.5501,35.77769,100.9239,97.22301,96.24203,17.85
2015-02-25,79.16058000000001,20.89,113.4007,187.0358,97.08247,70.73205,64.2096,35.32907,33.68161,44.46663,65.25,115.7,102.3891,65.77104,45.423,104.3569,54.17423,112.6786,35.7076,101.0148,97.31319,96.31125,18.12
2015-02-26,79.08585,20.66,111.8507,186.8148,97.0204,70.53661,63.51092,35.303709999999995,33.590309999999995,44.86462,65.07,116.07,102.9089,65.75671,45.1882,104.3569,53.56278,113.0915,35.71637,100.4691,96.73599,95.96518,17.97
2015-02-27,79.11388000000001,20.87,112.7911,186.1785,96.67456,70.5961,64.00998,35.32907,33.6152,44.68372,65.1,116.16,102.4552,65.77104,45.25298,104.3664,53.92024,112.4767,35.69008,100.7089,97.0787,96.20743,18.17
2015-03-02,79.0494,20.62,110.6903,187.3539,97.26869,70.36784,64.37850999999999,35.27836,33.665,44.79226,65.2,115.68,103.3815,65.75896,45.31775,104.3569,53.11125,113.2934,35.63752,99.8362,96.35615,95.71838,17.91
2015-03-03,79.03072,20.78,110.289,186.585,96.86964,70.2827,64.25567,34.957190000000004,33.47411,44.57517,64.8,115.47,102.8994,65.57202,44.9372,104.3474,52.83845,112.6235,35.36594,99.77816,96.14839,95.59706,18.02
2015-03-04,79.0494,20.82,110.3239,185.7985,96.47948,70.2827,63.64144,34.55149,33.3247,44.35809,64.54,115.11,102.5025,65.44979000000001,44.77526,104.3664,52.92311,112.2748,34.98049,99.71184,96.22065,95.64906,17.86
2015-03-05,79.07743,20.69,110.1843,186.0017,96.63023,70.32526,63.82571,34.48388,33.4326,44.61135,64.69,115.0,102.6821,65.57202,44.91291,104.3474,52.99837,112.6052,34.92792,99.84449,96.27485,95.69239,17.79
2015-03-06,78.99334,20.44,107.7501,183.3857,95.29121,69.9166,61.70663,33.92605,32.9844,44.538990000000005,63.81,111.86,101.5195,65.15501,44.062740000000005,104.3569,51.925990000000006,111.1829,34.39354,98.78329,95.29024,95.06842,17.57
2015-03-09,79.03072,20.36,108.7447,184.1458,95.64592,70.00174,62.19801,33.790820000000004,33.001,44.39427,63.91,111.97,101.8125,65.01839,44.24088,104.3474,52.36811,111.6692,34.26213,99.18123,95.73286,95.31108,17.52
2015-03-10,79.0494,20.01,110.1756,181.1586,94.19164,70.27419,62.15194,33.08931,32.3121,43.743,62.52,111.42,99.9222,64.76675,43.164,104.3569,52.84786,110.3846,33.499970000000005,99.33876,96.13935,95.5364,17.29
2015-03-11,79.0494,20.07,110.9782,180.7344,94.12069,70.35081,62.20569,33.35132,32.3951,44.141000000000005,62.68,110.75,99.34565,64.9465,43.18829,104.3474,53.036,111.0636,33.754020000000004,99.84449,96.31098,95.72706,17.38
2015-03-12,79.06809,19.86,110.8997,183.0322,95.30009,70.40189000000001,63.28827,33.53726,32.7935,45.11789,63.46,110.72,99.99781,65.07592,43.55265,104.3474,53.06422,112.908,33.96428,99.745,96.40131,95.80505,17.3
2015-03-13,79.07743,19.32,110.5594,181.9098,94.76803,70.33378,63.24987,33.13157,32.5943,45.15407,63.09,110.88,99.56303,64.85303,43.24497,104.3569,53.0454,112.5042,33.55253,99.46312,96.25678,95.62306,16.95
2015-03-16,79.08678,19.21,111.6239,184.3402,95.95628,70.47,63.90249,33.52036,32.9595,45.33497,63.8,110.81,100.8484,64.78832,43.81984,104.3569,53.28057,113.1649,33.95551,99.5626,96.59101,95.83105,16.93
2015-03-17,79.06809,19.01,112.5487,183.7923,95.77007,70.5296,63.87945,33.73166,32.9263,45.44352,63.64,110.21,101.0091,64.46478,43.69839,104.3474,53.56278,113.4677,34.34973,99.72842,96.78974,95.81371,16.81
2015-03-18,79.25497,19.71,114.7211,186.0017,96.86964,70.96381,65.2154,34.6022,33.60691,46.16714,65.0,112.37,102.0015,65.03997,44.71049,104.338,54.64457,114.3761,35.19073,100.9554,97.90081,96.51569,17.27
2015-03-19,79.15218,19.26,114.1366,185.1533,96.52381,70.75095999999999,65.18468,33.99367,33.2002,45.62442,64.24,112.29,102.1528,64.52229,44.09513,104.3474,54.249480000000005,114.5963,34.59503,100.4414,97.44012,96.1777,16.98
2015-03-20,79.20824,19.51,114.7386,186.7874,97.33076,70.93826999999999,66.82006,34.41626,33.91401,46.34805,65.66,113.57,102.8141,65.02559000000001,45.23678,104.3474,54.6822,115.6056,35.11189,100.7233,97.83758,96.47235,17.21
2015-03-23,79.23628000000001,19.8,114.599,186.4234,97.16228,70.97233,66.7356,34.51768,34.0717,46.56513,65.99,114.29,102.6152,65.07592,45.4392,104.3569,54.8139,115.5047,35.21702,100.9554,97.96404,96.48968,17.41
2015-03-24,79.26431,19.65,115.707,185.3759,96.64796,71.09151999999999,66.16744,34.65292,34.038509999999995,46.456590000000006,65.85,114.57,102.2457,65.17657,45.38252,104.3474,55.15255,115.4772,35.35719,101.1047,98.26213,96.74967,17.27
2015-03-25,79.24562,19.85,114.7299,182.6595,95.14054,70.98084,65.02588,34.052640000000004,33.85593,46.34805,65.54,114.73,99.90578,65.00402,45.10241,104.3474,54.76204,112.719,34.79652,100.773,97.83758,96.56768,17.32
2015-03-26,79.20824,20.3,112.9413,182.2245,94.95345,70.75095999999999,64.68604,33.85791,33.58081,45.87769,64.97,115.48,99.56474,64.99683,44.65456,104.3474,54.06419,112.5809,34.47238,100.1512,97.28655,96.22103,17.53
2015-03-27,79.25497,19.69,114.346,182.6417,95.21181,70.81908,64.771,33.9341,33.65585,46.05859,65.14,115.06,99.96262,65.04715999999999,44.78485,104.3474,54.479130000000005,113.2988,34.568740000000005,100.5492,97.66595,96.3597,17.18
2015-03-30,79.24562,19.74,113.7789,184.8699,96.42345,70.90420999999999,65.69784,34.62836,33.68086,46.2395,65.18,113.75,101.1089,65.22691,44.88256,104.3474,54.479130000000005,114.8359,35.23454,100.7233,97.65691,96.40302,17.27
2015-03-31,79.31103,19.5,114.0231,183.2542,95.55035,70.98084,65.11856,34.60296,33.205659999999995,45.33497,64.17,113.66,100.0384,65.14782,44.14972,104.3569,54.73375,114.4677,35.1557,100.9057,97.90984,96.56768,17.07
2015-04-01,79.34534000000001,19.94,115.5209,182.6062,95.37218,71.26295999999999,65.02588,35.06862,33.43909,45.51588,64.63,115.6,99.51738,65.28186,44.58128,104.3569,55.29014,114.5137,35.593720000000005,101.1958,98.37562,96.88087,17.38
2015-04-02,79.33599,19.8,114.2969,183.2631,95.67509,71.16909,65.5202,35.610490000000006,33.68919,45.91387,65.19,115.28,99.58369,65.33241,44.98841,104.3474,54.9978,114.7254,36.12811,101.0296,98.09514,96.75063,17.29
2015-04-06,79.40143,20.26,113.6587,184.4971,96.33436,71.22883,66.19988000000001,36.04228,34.01433,46.456590000000006,65.85,116.69,100.3984,65.49853,45.38741,104.3569,55.05438,115.2316,36.59241,101.1626,98.2218,96.8114,17.51
2015-04-07,79.34534000000001,20.52,114.6116,184.0088,96.01363,71.27149,65.0336,35.95762,34.01433,46.67368,65.76,116.11,100.2279,65.84519,45.26527,104.3569,55.12039,114.4953,36.40844,101.5283,98.30324,96.82877,17.6
2015-04-08,79.34534000000001,19.87,114.6466,184.6302,96.42345,71.22029,65.13401,36.68575,34.17273,46.74604,66.04,115.47,101.0236,65.83075,45.38741,104.3664,55.05438,115.4801,37.1706,101.4951,98.21276,96.83745,17.26
2015-04-09,79.31729,19.86,113.1603,185.4469,96.762,71.06669000000001,63.78236,37.15987,34.22275,46.74604,66.13,114.67,101.6583,65.76575,45.37926,104.3664,54.63944,115.066,37.538540000000005,100.9797,97.81466,96.59434,17.26
2015-04-10,79.2986,20.11,113.3264,186.459,97.21636,71.03255,63.73602,37.08368,34.28945,46.8184,66.26,115.97,102.0752,65.91741,45.50955,104.3664,54.6583,115.6182,37.564820000000005,101.121,97.78752,96.59434,17.44
2015-04-13,79.34534000000001,20.11,113.4838,185.6156,96.83327,71.04961999999999,63.5661,36.95668,34.10604,46.49277,65.84,115.14,101.8194,65.79464,45.28155,104.3569,54.8752,115.6918,37.34581,101.0877,97.98657,96.69853,17.36
2015-04-14,79.38273000000001,20.32,114.2881,185.9707,96.97581,71.17763000000001,63.79008,37.05828,34.36448,46.8184,66.33,114.44,101.5257,65.82352,45.66426,104.3664,55.13925,115.6642,37.51226,101.3205,98.27609,96.80272,17.44
2015-04-15,79.38273000000001,20.9,114.192,186.8052,97.46582,71.24589,63.31122,37.2784,34.52288,47.03549,66.63,115.43,102.1604,66.08353000000001,45.9004,104.3664,55.21469,116.4742,37.77507,101.387,98.33038,96.93296,17.79
2015-04-16,79.42012,21.14,113.6237,186.7519,97.42127,71.22883,63.47342,37.61707,34.60624,47.14403,66.81,115.03,102.0183,65.9463,45.96554,104.3664,55.34672,116.4097,38.07293,101.3288,98.40276,96.88087,17.98
2015-04-17,79.38273000000001,21.03,114.9264,184.6036,96.28982,71.3483,63.17992,36.84661,34.1894,46.78222,65.97,115.6,100.4268,65.74408000000001,45.30598,104.3664,55.50703000000001,114.5229,37.40713,101.6032,98.60181,96.95901,17.94
2015-04-20,79.37338000000001,20.93,113.9122,186.2903,97.07381,71.27149,63.27259,36.72808,34.24776,46.92694,66.04,114.72,101.9331,65.88853,45.39555,104.3569,55.318430000000006,115.6458,37.37209,101.3621,98.42085,96.88955,17.86
2015-04-21,79.38273000000001,20.7,113.3964,186.0684,97.04709,71.18616,63.38073000000001,37.01594,34.53955,47.65057,66.63,115.38,102.3689,65.93186,45.76197,104.3569,55.073240000000006,115.5262,37.5911,101.3371,98.21276,96.78535,17.73
2015-04-22,79.31729,20.72,111.6653,186.9827,97.45691,70.92161999999999,63.51204,37.44774,34.61458,48.01238,66.76,113.83,102.9278,65.86686,45.75383,104.3569,54.4414,115.701,37.99408,100.6804,97.64275,96.49883,17.79
2015-04-23,79.35468,21.14,112.1461,187.4532,97.75982,71.05815,63.68195,37.634,34.76465,47.9762,67.01,114.66,103.3162,65.84519,46.00625,104.3664,54.7809,116.2256,38.27441,100.9381,97.94133,96.64643,18.01
2015-04-24,79.38273000000001,21.17,112.8456,187.8882,97.86673,71.16909,63.81326,37.82027,34.95639,48.1571,67.4,113.05,104.7182,65.95353,46.185390000000005,104.3569,55.10153,115.8391,38.41458,101.1293,98.28514,96.8114,18.0
2015-04-27,79.37338000000001,21.08,112.8456,187.107,97.35891,71.11789,63.7283,37.98113,35.08978,48.04856,67.73,115.33,104.453,65.9752,46.58438,104.3569,54.98837,114.5598,38.56351,101.0545,98.13133,96.84614,18.0
2015-04-28,79.33599,21.12,111.2893,187.7018,97.61727,70.89602,63.60471999999999,38.07427,35.148140000000005,48.19328,67.81,116.33,104.2446,65.87408,46.51925,104.3664,54.46027,115.1948,38.62484,100.4559,97.67895,96.47279,18.03
2015-04-29,79.34534000000001,21.39,109.9254,186.9295,97.18963,70.67415,62.32258,37.66787,34.83968,47.75911,67.22,115.51,103.5909,65.7513,46.13654,104.3569,54.00761,113.9431,38.14301,99.62463,97.31703,96.25571,18.15
2015-04-30,79.33599,21.63,110.1177,185.0564,96.13836,70.75095,61.31078,37.16834,34.48953,46.52895,66.51,113.47,101.9615,65.71519,46.02254,104.3664,54.04533000000001,111.5317,37.564820000000005,99.70777,97.28989,96.25571,18.29
2015-05-01,79.30354,21.64,108.6355,187.0626,97.02036,70.53618,61.7742,37.38847,34.78132,47.10785,67.25,113.08,103.3067,65.86202,46.38896,104.3569,53.44178,112.2588,37.79259,99.15767,96.75816,95.98266,18.27
2015-05-04,79.30354,21.59,107.6105,187.5953,97.35891,70.43358,61.83599,37.574740000000006,34.81467,47.324940000000005,67.18,114.1,103.4772,65.84751,46.38896,104.3664,53.206030000000005,112.6638,38.0116,98.8409,96.55882,95.79998,18.26
2015-05-05,79.28484,21.9,107.4615,185.4469,96.20072,70.32243000000001,60.49206,37.18527,34.28945,46.42041,66.18,114.42,101.791,65.76047,45.63169,104.3758,53.08344,111.228,37.59986,98.67418,96.39571,95.713,18.41
2015-05-06,79.25676999999999,21.89,105.6217,184.6835,95.93345,70.12579000000001,60.37621,36.69421,34.36448,46.38423,66.35,114.36,101.09,65.56459,45.94111,104.3664,52.5742,111.6145,37.13556,98.24904,95.92451,95.39114,18.41
2015-05-07,79.22872,21.43,107.041,185.4203,96.29872,70.27113,61.30305,36.64341,34.24776,46.456590000000006,66.13,113.42,101.6962,65.55734,45.77011,104.3758,52.97026999999999,112.0379,37.083,98.64083,96.33228,95.62601,18.12
2015-05-08,79.34094,21.59,107.3301,187.8616,97.51036,70.45924000000001,62.16039,37.20221,34.989740000000005,47.54203,67.66,113.97,102.9657,66.0724,46.86938,104.3758,53.40407,112.8755,37.55606,99.20769,96.7038,95.93916,18.22
2015-05-11,79.26613,21.46,104.7194,186.965,97.10054,70.09159,61.22581,36.84661,34.68128,46.78222,67.07,113.53,102.5678,65.65890999999999,46.69024,104.3664,52.338440000000006,112.9399,37.19688,98.20735,95.75234,95.33025,18.14
2015-05-12,79.27548,21.79,104.9909,186.4057,96.81545,70.00609,61.411190000000005,36.74501,34.68128,46.78222,67.03,114.5,102.1036,65.65165,46.51925,104.3758,52.39502,112.7374,37.07423,98.06564,95.82484,95.32155,18.33
2015-05-13,79.31289,21.75,104.1499,186.4412,96.86891,69.97189,60.824180000000005,36.83814,34.93139,47.071670000000005,67.53,116.55,102.312,65.55734,46.84495,104.3664,52.26299,112.7374,37.14432,97.97395,95.69798,95.31285,18.35
2015-05-14,79.3877,21.81,104.4302,188.3853,97.83109,70.10869,61.998180000000005,37.18527,35.34823,47.324940000000005,68.34,117.18,103.8088,65.87653,47.62665,104.3664,52.60249,113.9339,37.51226,98.30739,96.02419,95.46073,18.46
2015-05-15,79.3877,21.84,106.5241,188.5895,97.94691,70.39083000000001,62.631530000000005,37.56627,35.38991,47.54203,68.42,117.53,103.8088,66.02162,47.56965,104.3664,53.36634,113.805,37.80135,98.99094,96.71286,95.86087,18.45
2015-05-18,79.34094,21.69,104.7369,189.1754,98.31219,70.13434000000001,62.46933000000001,37.20221,35.27319,47.94002,68.19,117.52,104.2635,65.9128,47.28466,104.3664,52.649640000000005,115.0936,37.415890000000005,98.23236,96.06044,95.49553,18.4
2015-05-19,79.29419,21.19,103.8082,189.1133,98.26764,69.98044,62.25307,37.28687,35.1398,47.9762,67.93,115.89,104.1498,65.81124,47.1218,104.3664,52.15926,114.9371,37.47721,97.70719,95.63454,95.16497,18.01
2015-05-20,79.32224000000001,21.27,103.9834,188.9801,98.20528,69.98044,62.199,37.23607,35.2065,47.9762,68.06,116.08,104.2162,65.73145,47.28466,104.3664,52.39502,115.1488,37.45094,97.82389,95.84296,95.31285,17.97
2015-05-21,79.3503,21.67,105.4377,189.5305,98.45473,70.20274,61.9055,37.12601,35.39825,48.1571,68.42,115.69,104.7561,65.82575,47.55337,104.3664,52.99856,115.02,37.31953,98.29072,96.41383,95.60861,18.19
2015-05-22,79.29419,21.38,105.4816,189.0778,98.26764,70.15998,61.82827,37.21914,35.181490000000004,48.04856,67.98,115.6,104.6519,65.87653,47.0648,104.3664,52.81938,114.5229,37.44217,98.22403,96.19636,95.50423,17.99
2015-05-26,79.30354,20.93,107.2863,187.0449,97.24309,70.33099,61.35712,36.66881,34.58957,47.43348,66.76,113.91,103.4488,65.7387,46.0714,104.3664,53.40407,113.4277,36.84646,98.6575,96.79441,95.73909,17.64
